geneSymbol	HGNCID
HPE9	HGNC:4318
NK-1	HGNC:921
KIAA1052	HGNC:29182
FAM27E1	HGNC:32013
MST093	HGNC:25048
UNQ430	HGNC:25215
RAC3	HGNC:7670
ESEL	HGNC:10718
C2orf32	HGNC:24546
ICEBERG	HGNC:28861
MGC4549	HGNC:28691
PARK4	HGNC:11138
PEN11B	HGNC:11405
ENST00000566208	HGNC:53014
FAM60BP	HGNC:19052
ATP5MPL	HGNC:1188
PQLC5	HGNC:7207
C20orf182	HGNC:16175
hsa-mir-5682	HGNC:43477
HPCN1	HGNC:6224
RCF1B	HGNC:28311
PAFR	HGNC:19991
MGC70863	HGNC:33730
TRNAA13	HGNC:34654
TITF2	HGNC:3806
RN5S121	HGNC:42919
AQPEP	HGNC:26904
MGC10558	HGNC:12311
FAM90A24	HGNC:32272
TRIC	HGNC:26401
OR10J3P	HGNC:14992
GRASP-1	HGNC:18706
HEPC	HGNC:15598
hKNL-1	HGNC:24054
PNMAL1	HGNC:25578
SLC25A15PY1	HGNC:18497
KIAA0914	HGNC:19367
FLJ21742	HGNC:26141
FLJ37391	HGNC:26098
BCL1	HGNC:1582
HBII-85-13	HGNC:33079
FLJ10134	HGNC:25480
MGC61599	HGNC:28784
bcm948	HGNC:20768
CYPIN	HGNC:4212
GYS	HGNC:4706
DTN-1	HGNC:3057
MIRN302A	HGNC:31623
ACBD1	HGNC:2690
KIAA0916	HGNC:23386
TCRG	HGNC:12271
OST734	HGNC:15191
Fsp27	HGNC:24229
C22orf8	HGNC:1313
SCP	HGNC:30657
bA196N14.4	HGNC:15755
OSX	HGNC:17321
ACHRG	HGNC:1967
OR2T7P	HGNC:15019
RN5S46	HGNC:42822
CEAP1	HGNC:934
Ctb9	HGNC:29252
NCRNA00110	HGNC:16458
LOC100287225	HGNC:52295
VEMSGP	HGNC:16108
SIR2L1	HGNC:14929
FLJ45744	HGNC:30304
hsa-mir-5188	HGNC:43502
CT9	HGNC:1105
XPN	HGNC:29433
C10orf73	HGNC:19736
skeletrophin	HGNC:30577
PKCA	HGNC:9393
TK25	HGNC:3689
OACT1	HGNC:21579
CFAP255	HGNC:9285
MGC2560	HGNC:31022
HIOMT	HGNC:750
MARCH-VI	HGNC:30550
ETHA	HGNC:10597
MGC60291	HGNC:25598
ZSCAN43	HGNC:13007
hsa-mir-2278	HGNC:37315
HSHTPCRX11	HGNC:8292
B120	HGNC:11110
DKFZP434J214	HGNC:23696
HT29-IGFBP	HGNC:5473
B17.2	HGNC:23987
hsa-mir-3684	HGNC:38950
SLy2	HGNC:10528
SIRPalpha	HGNC:9662
WHSC1	HGNC:12766
JBTS8	HGNC:25419
SSXT	HGNC:11340
GPA1	HGNC:1885
FLJ21159	HGNC:26118
Fabl	HGNC:49511
ZFPL	HGNC:13842
Hcml3	HGNC:26742
bHLHe15	HGNC:10883
RTK6	HGNC:2730
MAP1ALC3	HGNC:6838
hsa-mir-6868	HGNC:50096
hsa-mir-6835	HGNC:49963
MKL	HGNC:14334
hsa-mir-381	HGNC:31874
exophilin-4	HGNC:15585
KIAA1218	HGNC:22210
C14orf120	HGNC:20271
HIST1H3J	HGNC:4774
GPT1	HGNC:4552
SWS1AP1	HGNC:26638
UGTREL7	HGNC:20800
TRN-SR	HGNC:17103
v-KIND	HGNC:29374
SCAND3P1	HGNC:42037
NOVA-1	HGNC:7886
Cby	HGNC:1307
Kv9.1	HGNC:6300
dJ236A3.1	HGNC:21062
DKFZP434L1435	HGNC:21642
FLJ16786	HGNC:18688
DEGS-1	HGNC:13709
SWIP1	HGNC:19221
SHMT1P	HGNC:10851
OR7E88P	HGNC:14692
MGC117425	HGNC:4984
WHDC1L1	HGNC:27892
rec.1.3	HGNC:3166
D84394.2	HGNC:21664
KRT5C	HGNC:28929
hsa-mir-6756	HGNC:49974
RN5S214	HGNC:43114
SBBI81	HGNC:25160
BSCv	HGNC:13238
MGC33608	HGNC:28505
IDH-2	HGNC:5383
FER1L3	HGNC:3656
C16orf11	HGNC:14139
HSD-1	HGNC:14105
NK4	HGNC:16830
KIAA1317	HGNC:29244
LAMRL4	HGNC:6506
FLJ14827	HGNC:25925
HoJ-1	HGNC:13232
HNRPLL	HGNC:25127
MIRAB13	HGNC:29804
CK2alpha'	HGNC:2459
tRNA-Asn-GTT-2-3	HGNC:34643
LINC00238	HGNC:20100
HOT7T175	HGNC:4510
FLJ10359	HGNC:25517
PPP2B	HGNC:9314
DRIM	HGNC:17897
UNQ655	HGNC:34399
CXCLG16	HGNC:16642
CD337	HGNC:19077
NP-C2	HGNC:14537
OPHN4	HGNC:5996
NCRNA00151	HGNC:35125
lncMMPA	HGNC:54409
ZFP276	HGNC:23330
CSRP2P	HGNC:2471
MLK7-AS1	HGNC:27935
tRNA-Val-CAC-1-6	HGNC:34790
KRTAP18.11	HGNC:20528
KHDRBS2-OT	HGNC:53911
bA302K17.2	HGNC:23650
MDR15	HGNC:1060
C20orf43	HGNC:15890
TCEB1P24	HGNC:38160
IGHV(III)-26-1	HGNC:5698
Dies1	HGNC:30085
U51	HGNC:10201
MGC46680	HGNC:17302
WND	HGNC:870
FCER1B	HGNC:7316
KIAA1822	HGNC:19710
DENND7B	HGNC:2135
dJ1012F16.1	HGNC:16194
ACC-1	HGNC:991
hTAOK1	HGNC:29259
S100-A9	HGNC:10499
EFTu	HGNC:12420
FLJ25371	HGNC:26342
Disp	HGNC:28753
HNRBP2	HGNC:9906
CIS	HGNC:1984
FIM	HGNC:12989
TRNAR3	HGNC:12345
NAG7	HGNC:6662
MEST-AS1	HGNC:17991
KIAA0380	HGNC:14580
HNRPC	HGNC:5035
PARP7	HGNC:23696
LIR7	HGNC:6603
bA12M19.1	HGNC:16212
Ccr4b	HGNC:18042
hClp1	HGNC:16999
NHE-6	HGNC:11079
IKBKGP	HGNC:24455
FLJ11626	HGNC:16609
FLJ23152	HGNC:44668
ATP5AL2	HGNC:823
FLJ90298	HGNC:25193
ZNF46	HGNC:13112
DHHC7	HGNC:18459
FLJ40054	HGNC:24426
Psi4Rac1	HGNC:31113
SNAT10	HGNC:28237
FLJ11001	HGNC:9601
BHLHF42	HGNC:35126
OR2T4Q	HGNC:15016
KRTAP2P1	HGNC:18920
SPATA11	HGNC:21306
CD368	HGNC:14554
KvDMR1	HGNC:6295
RAD51L1	HGNC:9822
HTR7P	HGNC:30411
C2orf23	HGNC:25786
FGS4	HGNC:1497
FLJ12517	HGNC:25724
MAIR	HGNC:16285
GPR115	HGNC:19011
cSVP	HGNC:195
MGC17125	HGNC:17147
MRS4L	HGNC:23472
FLJ39061	HGNC:6041
MIRN552	HGNC:32808
hsa-mir-7856	HGNC:50268
CASC4	HGNC:24892
RN5S159	HGNC:43059
SDR22E1	HGNC:7693
CCG1	HGNC:11535
FLJ25582	HGNC:33099
TROB	HGNC:11979
FLJ14639	HGNC:25906
TRalpha	HGNC:11796
OR10AE2P	HGNC:14990
RefilinB	HGNC:28705
FTHL7	HGNC:3994
TRNAC15	HGNC:34757
TMEM189	HGNC:16735
hsa-mir-12123	HGNC:54031
ZNF828	HGNC:20311
CBWD3	HGNC:18519
CCDC21	HGNC:25309
bA305P22.4	HGNC:16184
RFG	HGNC:7671
FLJ22215	HGNC:30910
BND3L	HGNC:11028
mu5	HGNC:20192
POTE14beta	HGNC:37096
hsa-mir-323	HGNC:31766
RN5S429	HGNC:43329
FAM164B	HGNC:21174
WBS	HGNC:3327
MGC25497	HGNC:23297
KIAA0333	HGNC:2680
NCRNA00226	HGNC:20168
NOMO	HGNC:22652
DKK-1	HGNC:2891
ARTC3	HGNC:725
C114	HGNC:21894
FLJ20665	HGNC:24285
RHBDL4	HGNC:16502
GROa	HGNC:4602
hsa-mir-609	HGNC:32865
KIAA1265	HGNC:20861
QCR2	HGNC:12586
C2orf30	HGNC:25222
C15orf19	HGNC:24180
DKFZp686O18124	HGNC:25120
C11orf11	HGNC:1165
hs6M1-21	HGNC:13972
BSSP-4	HGNC:14368
megamind	HGNC:50490
TTLL13P	HGNC:32484
OAT2	HGNC:10971
WDRPUH	HGNC:16053
C15orf51	HGNC:35199
ERMIN	HGNC:29208
CREST	HGNC:15592
IGFR2	HGNC:3616
ENX-1	HGNC:3527
htAKR	HGNC:23437
MGC2744	HGNC:28417
MGC33846	HGNC:28512
KUCG1	HGNC:45092
MAYA	HGNC:48954
PHBP8	HGNC:39287
hsa-mir-136	HGNC:31522
OR5B5P	HGNC:8322
TAF(I)41	HGNC:28759
TCRBV31S1	HGNC:12219
DCRA	HGNC:3044
TUNP	HGNC:5044
VARSL	HGNC:21642
LD5-1	HGNC:12983
TRNAE14	HGNC:34675
MGC111163	HGNC:26232
MIRN645	HGNC:32901
NPHP14	HGNC:16762
PROS2	HGNC:9458
KIAA0338	HGNC:3378
KIAA1750	HGNC:29367
ZBED7	HGNC:13050
RN5S275	HGNC:43175
KIAA1504	HGNC:30541
ADRB2R	HGNC:286
FLJ20811	HGNC:26094
GLXII	HGNC:4805
FLJ10376	HGNC:25583
ZNF854	HGNC:20994
PSR2	HGNC:17077
NCRNA00020	HGNC:5326
XGPY	HGNC:12807
FLJ10851	HGNC:25590
T2R52	HGNC:18875
GUC1B3	HGNC:4687
TOB4p	HGNC:13986
WS2E	HGNC:11190
IL-1RAcPIP	HGNC:16476
C13orf31	HGNC:26789
SREB3	HGNC:18186
SAR1P2	HGNC:20770
tRNA-Gly-TCC-4-1	HGNC:34554
SHCD	HGNC:16743
abLIM	HGNC:78
muCL	HGNC:1476
CRIK	HGNC:1985
KIAA0713	HGNC:21335
MGC4126	HGNC:28637
C11orf66	HGNC:28869
AGTR1A	HGNC:336
ATX1	HGNC:10548
SR-AI	HGNC:7376
OCA-B	HGNC:9211
TENT6	HGNC:25532
BCMO1	HGNC:13815
UGT2B11	HGNC:12553
KBTBD5	HGNC:30372
PCTP2	HGNC:10666
DPDE4	HGNC:8781
MGC24180	HGNC:28346
TRNAN28	HGNC:34906
TOB55	HGNC:24276
EAR-7.1/EAR-7.2	HGNC:11796
14q(II-3)	HGNC:32991
KIAA1234	HGNC:346
MGC71997	HGNC:10312
pNORF1	HGNC:9962
tRNA-Gly-TCC-5-1	HGNC:35032
PPAP2C	HGNC:9230
DKFZp586D1519	HGNC:29789
hsa-mir-7973-1	HGNC:50040
NIF	HGNC:10499
GSD1d	HGNC:4061
HS5O6A	HGNC:1310
GPR70	HGNC:14448
MGC10731	HGNC:28127
RN5S465	HGNC:43365
KA6	HGNC:17356
CFHR1P	HGNC:4888
FLJ16239	HGNC:14064
UHG	HGNC:32688
E16	HGNC:11063
KIAA0629	HGNC:369
ATP5LP5	HGNC:38167
CG-beta-a	HGNC:16451
Ten-M4	HGNC:29945
EBS1	HGNC:9069
DFNA20	HGNC:144
KCASH2	HGNC:27452
ACSVL4	HGNC:10998
KHDC2	HGNC:21382
RNU4ATAC1	HGNC:34016
PSMD12P	HGNC:30153
NCRNA00235	HGNC:14138
OG9	HGNC:32942
CDHF11	HGNC:3230
TCN3	HGNC:4268
C3orf13	HGNC:5995
14q(II-21)	HGNC:33009
bHLHe33	HGNC:11752
RAPA	HGNC:18273
TRS20	HGNC:23068
CATG00000088862.1	HGNC:55469
GdS	HGNC:8573
OST032	HGNC:8401
XAGE1C	HGNC:25400
ICAP1	HGNC:23927
FLJ13072	HGNC:25044
MGC16186	HGNC:23468
IFGP1	HGNC:18509
RWDD5	HGNC:20387
CAMK2	HGNC:1461
KIAA1991	HGNC:26961
hsa-mir-1201	HGNC:33565
EVDA	HGNC:3499
CD33L2	HGNC:10874
NEMO	HGNC:5961
ACE1	HGNC:2707
KCHIP1	HGNC:15521
tRNA-Ser-AGA-2-6	HGNC:34747
GPR28	HGNC:1610
KIAA0222	HGNC:28990
CT1.4	HGNC:6802
BEK	HGNC:3689
MGC14993	HGNC:21406
MIRN29A	HGNC:31616
PRKE1	HGNC:6861
ATP1BL1	HGNC:809
ZCWCC1	HGNC:23573
DFNB88	HGNC:26158
APOP-1	HGNC:20492
RDCVF	HGNC:25179
RMD2	HGNC:26567
PCDH-GAMMA-A10	HGNC:8697
NY-CO-7	HGNC:11427
NCRNA00012	HGNC:6295
CKI	HGNC:1937
HIATL2	HGNC:23672
dJ530I15.5	HGNC:16570
KA2	HGNC:4583
CUT	HGNC:2557
DUS2L	HGNC:26014
SOXL	HGNC:5002
RNU6-67	HGNC:42557
KIAA1184	HGNC:9153
FLJ22490	HGNC:26193
CHRNA	HGNC:1955
C18orf4	HGNC:18144
OXA1	HGNC:8526
NP17.3	HGNC:20372
COP9	HGNC:24335
GPR2	HGNC:4474
CFAP200	HGNC:28166
phosphacan	HGNC:9685
KAP11.1	HGNC:18922
RNF160	HGNC:13082
RGAG4	HGNC:29430
L23	HGNC:10316
YBL026W	HGNC:13940
NRSF	HGNC:9966
LINRIS	HGNC:48611
E5-1	HGNC:9509
SUR-5	HGNC:21298
TGAM77	HGNC:19431
FLJ22365	HGNC:3233
PP1c	HGNC:9282
QOH-1	HGNC:2420
DKFZP434N178	HGNC:20226
C21orf121	HGNC:23130
LANO	HGNC:14307
SOST2	HGNC:6696
LRN	HGNC:6691
ARCADLIN	HGNC:8660
HSPC063	HGNC:25001
FLJ30668	HGNC:26409
TRNAH9	HGNC:34874
KIAA1235	HGNC:18040
DFNB117	HGNC:33939
FLJ32452	HGNC:26515
MGC16471	HGNC:25187
LSMD1	HGNC:28212
FLJ11937	HGNC:20619
TRNAK2	HGNC:33199
KIAA0364	HGNC:5948
KIAA1711	HGNC:25817
TCONS_00009823	HGNC:55213
FLJ45455	HGNC:34491
LRRC58-DT	HGNC:52935
CGI-77	HGNC:24281
CCT6AP1	HGNC:33094
RLLV1833	HGNC:31428
PAPA1	HGNC:4319
FLJ11867	HGNC:10864
TCRBV25S2	HGNC:12206
MGC39696	HGNC:28604
GRCA	HGNC:16693
RPA34	HGNC:24219
C20orf52	HGNC:16185
MGC35194	HGNC:28567
DKFZp586D0824	HGNC:21789
TRNAK11	HGNC:34659
MYHa	HGNC:7567
SMG-7	HGNC:16792
p19A	HGNC:10899
ML1	HGNC:16404
bHLHe17	HGNC:15825
SMSr	HGNC:26320
SCGB1D1P1	HGNC:42735
GLPG464	HGNC:34490
ATP5A1P9	HGNC:37665
DKFZp586O0223	HGNC:24103
PRKCB1	HGNC:9395
EIF2A	HGNC:3265
FLJ45472	HGNC:4235
IGFR	HGNC:5465
hsa-let-7a-2	HGNC:31477
NOL5BP	HGNC:13962
OR51H1P	HGNC:14833
CDPX1	HGNC:719
hsa-mir-550b-2	HGNC:38910
CGI-58	HGNC:21396
MGC104174	HGNC:14027
C3orf8	HGNC:16890
Fbx6b	HGNC:13585
C6orf130	HGNC:21257
hsa-mir-4643	HGNC:41814
PS1	HGNC:9508
hsa-mir-765	HGNC:33141
dJ1085F17.3	HGNC:16223
ZSCAN19	HGNC:21039
KAP12.2	HGNC:20530
SPANX-N1	HGNC:33174
TRNAR34P	HGNC:35114
p53BP2-like	HGNC:14950
OTTHUMT00000055574	HGNC:27560
ACA67	HGNC:32666
mCANP	HGNC:1479
NCRNA00048	HGNC:23564
DKFZP586C1622	HGNC:1811
GIBT	HGNC:14508
MGC51169	HGNC:10056
H4/o	HGNC:29607
KIAA1485	HGNC:19899
LACS5	HGNC:16496
Zfp692	HGNC:26049
BANK	HGNC:18233
U3-2B	HGNC:33190
GSD1c	HGNC:4061
TLiSA1	HGNC:16961
BPTP3	HGNC:9644
MUC3	HGNC:7513
RN5S130	HGNC:43030
MHS4R2	HGNC:17367
DC13	HGNC:24447
PN3	HGNC:10582
RN5S94	HGNC:42892
HSPDP7	HGNC:5268
FLJ21125	HGNC:26112
RTEL	HGNC:15888
KIAA0763	HGNC:29112
hIntL	HGNC:18259
LENG5	HGNC:15506
LP	HGNC:6667
EPC-1	HGNC:8824
ARDC4	HGNC:17353
PAR17	HGNC:8992
COX7A	HGNC:2287
U16	HGNC:32712
CMT2A2	HGNC:16877
IL1H1	HGNC:15741
PDIA3P	HGNC:4607
dJ101A2.2	HGNC:16197
KIAA0450	HGNC:29037
C9orf73	HGNC:27862
KIAA1098	HGNC:16285
OR1Q3	HGNC:8223
Cbp6	HGNC:21237
TAGL-like	HGNC:30013
PPP1R99	HGNC:29441
hsa-mir-3691	HGNC:38909
RPL34-AS1	HGNC:26749
SHSF1	HGNC:10845
MAP3K16	HGNC:29259
NBP16	HGNC:1554
D21M16SJHU19e	HGNC:1253
ALP	HGNC:11092
MSE1	HGNC:29419
ZNEUROK1	HGNC:11521
KIAA0529	HGNC:12613
NBPF5	HGNC:24491
BZRAP1	HGNC:16831
AC017074.1	HGNC:55940
Ara1	HGNC:10538
HCCAT2	HGNC:45049
FLJ12442	HGNC:25717
pqn-68	HGNC:16219
ARMD3	HGNC:3602
MEIOK21	HGNC:28153
CFAP58-AS1	HGNC:45243
FLJ39639	HGNC:26830
WRCH2	HGNC:18313
DDR3	HGNC:11910
CD3ZETA	HGNC:1677
C22orf11	HGNC:13241
GPR113	HGNC:18989
COD2	HGNC:18621
OR4F9P	HGNC:15395
KIRZ	HGNC:16344
L29	HGNC:10331
ACA55	HGNC:32649
CCDC147	HGNC:26676
CKLFSF8	HGNC:19179
pasha	HGNC:2847
PFP	HGNC:9360
ADSS	HGNC:292
NOR-90	HGNC:12511
CDAII	HGNC:10702
KIAA0414	HGNC:17908
FLJ00021	HGNC:25984
C12orf69	HGNC:34401
GluA2	HGNC:4572
MKI67IPP8	HGNC:44956
P(k)	HGNC:18149
IQM1	HGNC:20448
PHBP17	HGNC:51550
SLAMF4	HGNC:18171
FLJ13265	HGNC:25805
FLJ10657	HGNC:21608
hsa-mir-137	HGNC:31523
dJ1161H23.1	HGNC:15814
DR5	HGNC:11905
HLA-DR4B	HGNC:4952
MARCH-III	HGNC:28728
TML1	HGNC:11649
FLJ21016	HGNC:21208
WNT13	HGNC:12781
HIST3H2A	HGNC:20507
FLJ32675	HGNC:26522
FLJ10850	HGNC:15891
FLJ32011	HGNC:26488
MGC49416	HGNC:22180
Lkn-1	HGNC:10613
TES-1	HGNC:2915
MRF4	HGNC:7566
BWSCR1A	HGNC:10964
RP43	HGNC:8785
TRBV25/OR9-2	HGNC:12206
ILP-1	HGNC:592
NK2R	HGNC:11527
TCEB3B	HGNC:30771
FLJ20371	HGNC:20105
FLJ31966	HGNC:18748
KAP10.7	HGNC:22970
HSP90L	HGNC:16264
dJ108K11.3	HGNC:21052
BKR1	HGNC:1029
hsa-mir-3116-2	HGNC:38318
MIRN196A2	HGNC:31568
DRA	HGNC:3018
KIAA1024	HGNC:29172
hsa-mir-519c	HGNC:32098
hsa-mir-6072	HGNC:50144
betaprime-COP	HGNC:2232
GAGED5	HGNC:30930
KIAA0067	HGNC:10761
TCAG_9762	HGNC:22831
bA60E24.1	HGNC:18771
PTPRD-AS2	HGNC:49754
AIS	HGNC:644
K6IRS3	HGNC:28928
RPTPrho	HGNC:9682
dJ111M5.3	HGNC:21687
KIAA1878	HGNC:6868
CT47.3	HGNC:33284
OR7E17P	HGNC:8387
OR7E127P	HGNC:8393
PZF	HGNC:14983
GnT-VB	HGNC:24140
EVX1-AS1	HGNC:40223
TRM82	HGNC:12756
TCEB1P18	HGNC:38154
TXNRD3NB	HGNC:20667
ACAD6	HGNC:92
TCRBV1S1P	HGNC:12176
KPRT4	HGNC:52624
FIP-1	HGNC:16963
DC-TM4F2	HGNC:23303
CT31	HGNC:18039
PIP3AP	HGNC:18191
U4/6	HGNC:10198
hsa-mir-6788	HGNC:50078
KIAA1255	HGNC:20763
SLURP2	HGNC:29604
Las1	HGNC:25726
Set1B	HGNC:29187
RNU38A	HGNC:30355
CGGBP	HGNC:1888
AG1	HGNC:31992
RRP10	HGNC:18656
NFKBIKB	HGNC:5960
dJ747L4.C1.2	HGNC:25140
NACAP3	HGNC:49490
FLJ20154	HGNC:23510
FAM165A	HGNC:21400
BTR1	HGNC:16438
MRX13	HGNC:11114
PCDH-ALPHA12	HGNC:8666
LINC01212	HGNC:49644
IMAGE:5295327	HGNC:22176
BSF1	HGNC:6014
N-Shc	HGNC:18181
KIAA0686	HGNC:17416
KIAA1373	HGNC:24105
hdlc1	HGNC:15476
TGT3	HGNC:3818
TM7SF1	HGNC:11862
SH3GLP1	HGNC:10835
B55D	HGNC:23732
dJ337O18.6	HGNC:16156
FLJ00055	HGNC:11127
HUMAUANTIG	HGNC:29925
CXorf10	HGNC:25657
HBII-85-26	HGNC:33092
SNF2L3	HGNC:11099
C3orf7	HGNC:2215
TAPR1	HGNC:30103
GUCY1B3	HGNC:4687
CFAP81	HGNC:2899
dJ919F19.1	HGNC:21557
MGC126881	HGNC:12458
FAM116B	HGNC:32690
CT104.7	HGNC:133
TANGO5	HGNC:29559
KIAA0303	HGNC:19037
FLJ13881	HGNC:23212
hsa-mir-6826	HGNC:50001
Cream1	HGNC:4661
Math4B	HGNC:13806
CD8BP	HGNC:1708
CT138	HGNC:26371
HNUP153	HGNC:8062
OST722	HGNC:15424
UGB3	HGNC:7051
PKR1	HGNC:4524
B4GalNac-T3	HGNC:24137
MBS85	HGNC:14947
OFDYP2	HGNC:23874
MTOHR	HGNC:7465
D2HGD	HGNC:28358
CYP3A3	HGNC:2637
HBP17	HGNC:19695
hsa-mir-4742	HGNC:41565
MGC858	HGNC:24567
CNSA-P3	HGNC:10837
COPG2AS	HGNC:2238
MORF4LP5	HGNC:35425
TMEM14D	HGNC:15660
FLJ13855	HGNC:25847
LEMP-1	HGNC:18725
BOV-1C	HGNC:9905
Rrp7	HGNC:24286
FLJ20124	HGNC:18231
TOPORSLP1	HGNC:50276
rd5	HGNC:12406
CHET9	HGNC:17101
TFIID-31	HGNC:17306
DEFB-25	HGNC:18105
UNQ6975	HGNC:49266
HEMPAS	HGNC:10702
SAP1	HGNC:9498
KIAA0650	HGNC:29090
RPS20B	HGNC:10407
PRPL36	HGNC:14490
C2orf34	HGNC:26276
CGM1	HGNC:1815
HBII-52-32	HGNC:33051
KIAA0191	HGNC:28981
MLAS	HGNC:29458
EPH	HGNC:3385
OR4H3P	HGNC:8312
TFIIIC63	HGNC:4668
p05	HGNC:43797
GM130	HGNC:4425
FLJ10051	HGNC:10663
RN5S216	HGNC:43116
HTOM34P	HGNC:15746
ERO1-alpha	HGNC:13280
TA1	HGNC:17734
LINC01057	HGNC:49057
c-src	HGNC:11283
C21orf77	HGNC:54636
EGFL5	HGNC:3234
MGC14921	HGNC:19910
ED1	HGNC:3157
hsa-mir-6851	HGNC:50083
TEL	HGNC:3495
RNU6-42	HGNC:34286
CIS3	HGNC:19391
PRL5	HGNC:19216
MGC39265	HGNC:3750
COX5BL5	HGNC:2274
C20orf132	HGNC:16125
G3	HGNC:13919
PRHOXNB	HGNC:17785
odr-4	HGNC:24299
tRNA-Asp-GTC-2-8	HGNC:34802
MGC34680	HGNC:23087
KIAA0416	HGNC:19409
Hed	HGNC:4808
DSCR6	HGNC:3047
NCRNA00317	HGNC:23126
P2Y6	HGNC:8543
RN5S282	HGNC:43182
CRSP77	HGNC:2375
CL469780	HGNC:18154
COCA1	HGNC:7325
SIRH7	HGNC:6548
NG5	HGNC:13943
TMEM16J	HGNC:20679
hKvBeta3	HGNC:6228
SB144	HGNC:21709
C21orf50	HGNC:11183
DKFZp686B2197	HGNC:25393
bA98I6.3	HGNC:23456
LINC01244	HGNC:49836
PNAT2	HGNC:16789
asw	HGNC:28772
ccp1	HGNC:28178
HD21	HGNC:11336
STAT91	HGNC:11362
OR2M6	HGNC:8269
RAC-alpha	HGNC:391
FLJ34690	HGNC:44338
TNSALP	HGNC:438
KMU15	HGNC:54806
TMPRSS8	HGNC:28753
SPRL1B	HGNC:16610
LINC00876	HGNC:48336
MPHOSPH1	HGNC:7212
hsa-mir-5047	HGNC:41834
B-ATF	HGNC:958
HCG10P	HGNC:23183
hsa-mir-6847	HGNC:50022
KIAA0127	HGNC:30784
Em:AC012468.5	HGNC:17478
PGSF1a	HGNC:30049
SFRS9	HGNC:10791
C14orf80	HGNC:20127
DFNA40	HGNC:2418
VISTA	HGNC:30085
hsa-mir-4463	HGNC:41665
RASA5	HGNC:11497
LOH2CR12	HGNC:26524
CPX2	HGNC:26977
TRNAL29	HGNC:34880
CEP90	HGNC:23352
LBM180	HGNC:33
OIP2	HGNC:17035
c86fus	HGNC:7413
GSD1aSP	HGNC:4059
RZRB	HGNC:10259
NAT	HGNC:1103
FAM42B	HGNC:31739
RPL41L	HGNC:10355
T3D	HGNC:1673
MIRN576	HGNC:32832
BBS19	HGNC:18626
CSBP	HGNC:5044
C6orf40	HGNC:18791
CCHL1A2	HGNC:1391
RPMS25	HGNC:14511
Nip	HGNC:37276
hsa-mir-4481	HGNC:41781
DNAAF12	HGNC:25430
HADHSC	HGNC:4799
FLJ21007	HGNC:20612
Pip1	HGNC:25070
hsa-mir-2054	HGNC:37070
LAPSER1	HGNC:29381
PICT-1	HGNC:4333
MATA1	HGNC:6903
ICE(rel)II	HGNC:1505
tRNA-Tyr-GTA-11-1	HGNC:35082
KIAA0203	HGNC:15574
DKFZp434K171	HGNC:14596
ABCA11	HGNC:31
LFB1	HGNC:11621
capucin	HGNC:32388
lincRNA-ST8SIA3	HGNC:43773
gamma-BBH	HGNC:964
OTTHUMG00000021429	HGNC:17986
CIP2A-BP	HGNC:44323
MLRQ	HGNC:7687
FAM86C1	HGNC:25561
ASSP3	HGNC:766
ZOG	HGNC:2907
PYK	HGNC:8926
DKFZP434C245	HGNC:24488
PR264	HGNC:10783
IMAP38	HGNC:23237
TRIM60PY1	HGNC:38403
CD222	HGNC:5467
bA444G7	HGNC:16627
HIST1H2AL	HGNC:4730
hsa-mir-4310	HGNC:38383
RPL7AP68	HGNC:32433
FKHL16	HGNC:3818
SPRR1	HGNC:11260
DKFZp762L1111	HGNC:21685
SRF1	HGNC:18309
C6orf185	HGNC:21565
SPDYE14P	HGNC:51510
Sda	HGNC:24136
MODY4	HGNC:6107
C10orf51	HGNC:24672
DED	HGNC:19235
DC-STAMP	HGNC:18549
BGT-1	HGNC:11045
KIAA1638	HGNC:18340
KIAA0258	HGNC:21965
EDR2	HGNC:3183
MTPA	HGNC:4801
LORSDH	HGNC:17366
K-ALPHA-1	HGNC:18809
HBII-142	HGNC:32727
TBN	HGNC:17300
MRS	HGNC:2761
RBMY3P	HGNC:23286
KIAA0079	HGNC:10705
C21orf57	HGNC:1299
CaMK1b	HGNC:13415
FU	HGNC:17209
FLJ21827	HGNC:26146
PRKRIRP5	HGNC:39569
lincRNA-p21	HGNC:43652
hIes2	HGNC:13324
CYP2C-se3[1]	HGNC:42411
NAC-1	HGNC:20967
NDP52	HGNC:29912
MGC3165	HGNC:20507
TCRGV1	HGNC:12284
FLJ12270	HGNC:25706
USE1	HGNC:25847
tRNA-Arg-TCT-2-1	HGNC:12343
HZF6	HGNC:12866
MUTED	HGNC:18561
DDX9	HGNC:2750
IGLV(V)-66	HGNC:5946
C6orf29	HGNC:13941
MGC33202	HGNC:19233
277P12.9	HGNC:53954
DKFZP434G145	HGNC:18654
C11orf51	HGNC:24531
FLJ30322	HGNC:11478
RNU6-78	HGNC:42568
KRT121P	HGNC:30198
MGC23909	HGNC:28330
FAM13C1	HGNC:19371
BHF-1	HGNC:7762
FLJ45857	HGNC:24709
ARTD5	HGNC:11941
SNRNP100	HGNC:17347
TRMT3	HGNC:11568
RN5S158	HGNC:43058
TYKi	HGNC:27015
ASINC	HGNC:27865
NLE	HGNC:19889
SRRP129	HGNC:10784
MGC4667	HGNC:29996
AAT1alpha	HGNC:24010
FLJ23537	HGNC:26285
GS3	HGNC:27030
MusTRD1	HGNC:4661
bA402L1.8	HGNC:23577
KAP18.9	HGNC:22971
FLJ20619	HGNC:26067
TRL-AAG2-1	HGNC:12315
