geneSymbol	HGNCID
ZNF58	HGNC:13110
SNORD65A	HGNC:32726
tRNA-Asn-GTT-4-1	HGNC:33197
CCND2-AS2	HGNC:49398
FLJ20225	HGNC:25978
SOCS-3	HGNC:19391
YIP3	HGNC:9794
FAM75D2P	HGNC:38607
RNU17D	HGNC:10118
Fbl18	HGNC:21874
FLJ20859	HGNC:19280
Tac2-N	HGNC:19859
NCRNA00085	HGNC:27113
FLJ20027	HGNC:14891
ALS2CR2	HGNC:13205
Yip6a	HGNC:28911
FCRLe	HGNC:18504
IL1R3	HGNC:5995
P2Y8	HGNC:15524
FLJ12386	HGNC:14188
MIRN575	HGNC:32831
TENT3A	HGNC:28981
SARA	HGNC:6775
FLJ20291	HGNC:25989
TMEM179A	HGNC:20137
FLJ32859	HGNC:26553
MRP-L7	HGNC:14054
ZP1B	HGNC:15770
RGS-r	HGNC:9997
RBPSUH	HGNC:5724
KNSL2	HGNC:6389
MCPH7	HGNC:10879
KIAA1016	HGNC:20309
CCDC58P2	HGNC:45025
MKP-3	HGNC:3072
STEAP	HGNC:11378
OR93	HGNC:8344
SNT2B1	HGNC:11168
DKFZP434C128	HGNC:14965
Fuc-TIX	HGNC:4020
LHRH	HGNC:4419
bA371L19.2	HGNC:15795
ATK	HGNC:1133
FLJ31438	HGNC:26453
AFARP1	HGNC:24062
D11S750	HGNC:12868
hsa-mir-6838	HGNC:50050
p15INK4b	HGNC:1788
TCS	HGNC:11654
C15orf21	HGNC:26817
PIP7S	HGNC:24912
snaR-2	HGNC:34329
MIRN526A-2	HGNC:32118
hsa-mir-4493	HGNC:41778
CDI1	HGNC:1791
TRNAT2	HGNC:12351
RAB46	HGNC:28657
LQT11	HGNC:379
TMEM46	HGNC:20366
OR2AJ1P	HGNC:15001
KIAA0690	HGNC:29100
ARHGAP46	HGNC:24852
C12orf2	HGNC:13232
TESPL	HGNC:30717
FLJ34064	HGNC:3583
Necl-1	HGNC:17601
PPL13	HGNC:30054
bHLHa31	HGNC:16660
FLJ20542	HGNC:26052
ZKSCAN18	HGNC:23716
MPV17L3	HGNC:9716
ATP5AP1	HGNC:827
TAR1	HGNC:17734
SPG3A	HGNC:11231
TBLYM	HGNC:11599
C16orf76	HGNC:28393
HIST3H3	HGNC:4778
FLJ42707	HGNC:28474
CTAGE	HGNC:24346
ZIP-8	HGNC:20862
APXL2	HGNC:24084
OKB1	HGNC:20302
PCDH-PSI3	HGNC:8715
tRNA-Trp-CCA-3-3	HGNC:34674
BAI1	HGNC:943
OR3.6	HGNC:8394
NCRNA00272	HGNC:26898
5-HT1F	HGNC:5292
UNQ2430	HGNC:24079
BTEB2	HGNC:6349
CNIL	HGNC:19431
hRPC.1050_D_4	HGNC:6175
mGlu5	HGNC:4597
COX8-1	HGNC:31395
DKFZP566K023	HGNC:21393
KIAA0649P4	HGNC:42018
RAD23BLP	HGNC:9814
PRP19P	HGNC:23182
SIGLEC-8	HGNC:10877
MCP3	HGNC:10634
FLJ44728	HGNC:29583
JM10	HGNC:30006
FAM2B	HGNC:10756
bA49A4.1	HGNC:21289
hsa-mir-634	HGNC:32890
HMGN2L8	HGNC:31662
TSPAN-4	HGNC:11859
PPP1R24	HGNC:14026
ROR1	HGNC:10258
MGC14844	HGNC:24578
C1orf14	HGNC:16788
PRKCABP	HGNC:9394
KP-CoT-23	HGNC:28535
OR5B6P	HGNC:8322
AARS	HGNC:20
ARG147	HGNC:18018
Map80	HGNC:6946
TRNAM6	HGNC:34655
MGC45866	HGNC:28704
CLM2	HGNC:28874
MIRN328	HGNC:31770
AMAP-1	HGNC:19677
KIAA1471	HGNC:14406
P28	HGNC:13312
FLJ90652	HGNC:26905
SMIM37	HGNC:27339
FLJ12729	HGNC:15682
FLJ31762	HGNC:19174
IGLV(VI)-25-1	HGNC:15690
PPP2R4	HGNC:9308
ARC92	HGNC:28845
CSPG4P4	HGNC:38535
SLRR3B	HGNC:3053
PCDH3	HGNC:8679
tRNA-Tyr-GTA-4-1	HGNC:34974
HMGN2L12	HGNC:4991
DC-SIGN	HGNC:1641
RN5S406	HGNC:43306
FLJ23707	HGNC:15997
FLJ23436	HGNC:26273
ARHGEF13	HGNC:371
HIRS-1	HGNC:6125
SPATA27	HGNC:27845
MGC14839	HGNC:30531
PM-Scl	HGNC:9138
Jac1	HGNC:28913
AMPKa1	HGNC:9376
MTR3	HGNC:19055
STEP	HGNC:9657
OR2F3P	HGNC:8246
FLJ32942	HGNC:26565
OST267	HGNC:8355
FLJ26283	HGNC:10420
HkRP2	HGNC:19967
SCARH2	HGNC:18628
KIAA0634	HGNC:17021
CT155	HGNC:17509
FLJ12428	HGNC:22953
KLHL16	HGNC:4137
MGC50104	HGNC:30527
CSX	HGNC:2488
IRK3	HGNC:6265
SGPX	HGNC:33743
hsa-mir-548i-2	HGNC:35353
bPG116M5.10	HGNC:21668
tRNA-His-GTG-1-7	HGNC:34536
RPS4Y2P	HGNC:18501
SGN4	HGNC:16702
KIAA1207	HGNC:3656
IL23P19	HGNC:15488
OR4G7P	HGNC:8303
MIRN548H3	HGNC:35344
CKRX	HGNC:1612
RhoGAP3	HGNC:1944
STAB-1	HGNC:18628
FACVL3	HGNC:10999
MGC3279	HGNC:17213
Fbl12	HGNC:13611
bA413M3.2	HGNC:33879
IL1F6	HGNC:15562
npp-20	HGNC:10697
TRR-CCG1-1	HGNC:34735
CAUXIN	HGNC:26459
IFN-alpha4a	HGNC:5425
FLJ29030	HGNC:24460
RaLP	HGNC:16743
ZNF-kaiso	HGNC:16682
LINC00071	HGNC:30145
golgin-160	HGNC:4426
FLJ20550	HGNC:15873
hg105	HGNC:8380
PRGP1	HGNC:9469
SLC56A2	HGNC:16086
CX50	HGNC:4281
TRNAF11	HGNC:34984
PIPP	HGNC:8956
VILIP	HGNC:12722
OTTHUMG00000074107	HGNC:31974
KIAA1466	HGNC:22218
FLJ42291	HGNC:38137
OFC7	HGNC:9706
IRG1	HGNC:33904
HFE2A	HGNC:4887
MTTT	HGNC:7499
bA85G2.1	HGNC:21233
FLJ38871	HGNC:28040
TRNAT4	HGNC:34563
KUP	HGNC:13112
SCL	HGNC:11556
KIAA0974P	HGNC:31735
Kv2.1	HGNC:6231
hsa-mir-320c-1	HGNC:35248
pART16	HGNC:26124
RTCD1	HGNC:17981
C1GALT2	HGNC:24338
CUGBP1	HGNC:2549
MIRN148	HGNC:31535
RN5S504	HGNC:43404
CDHR12	HGNC:17447
CLPH	HGNC:30710
FLJ33298	HGNC:24502
OTDC1	HGNC:27346
ATPGD1	HGNC:29268
PCANAP1	HGNC:17885
PCDH22	HGNC:15813
B7-H6	HGNC:42400
ICA69	HGNC:5343
TRBV52	HGNC:12219
KIAA0767	HGNC:29113
RNU1-71	HGNC:48308
TEX39C	HGNC:18405
testican-2	HGNC:13564
TDAG51	HGNC:8933
SID6-1512	HGNC:7749
KIAA1781	HGNC:29635
IGLON1	HGNC:8143
OR16-37	HGNC:8194
CD72b	HGNC:1696
DKFZp434N061	HGNC:17721
GPRC3A	HGNC:4070
KDAC2	HGNC:4853
EpMAN	HGNC:29623
LAP70	HGNC:14573
hsa-mir-4661	HGNC:41582
ITGA6A	HGNC:6142
RNU7P1	HGNC:10236
C20orf69	HGNC:51706
HIP2	HGNC:4914
MGC4638	HGNC:24029
SED5	HGNC:11440
MGC13453	HGNC:30242
PRTD-NY2	HGNC:24499
hsa-mir-6715b	HGNC:50249
SAMD2	HGNC:17074
DFNB91	HGNC:8950
tRNA-Thr-AGT-7-1	HGNC:12352
NU	HGNC:9530
C-193	HGNC:15819
TLF	HGNC:11589
JTK12	HGNC:8804
HPFH1OR	HGNC:8318
DKFZP434E2318	HGNC:25266
KAP10.4	HGNC:20521
HEMCAM	HGNC:6934
MRPL8	HGNC:14055
CT3.1	HGNC:6808
NUP196	HGNC:8068
tRNA-Phe-GAA-2-1	HGNC:33255
ATG16B	HGNC:25464
HRNBP3	HGNC:27097
KIAA0682	HGNC:29098
hsa-mir-3176	HGNC:38345
VIM2	HGNC:43891
hsa-mir-27b	HGNC:31614
np55	HGNC:17867
LOC440145	HGNC:33830
1/2-SBSRNA4	HGNC:44003
HD7	HGNC:14065
NKX2H	HGNC:16364
Dob1	HGNC:18734
GLCC1	HGNC:3591
HIST2H3DP1	HGNC:43797
PTPZ	HGNC:9685
hsa-mir-4728	HGNC:41632
dA59H18.2	HGNC:19256
CTRN2	HGNC:168
hsa-mir-1272	HGNC:35339
LOC645638	HGNC:50357
C20orf53	HGNC:16186
FLJ90037	HGNC:15830
tRNA-Ala-AGC-18-1	HGNC:34909
ADRA1A	HGNC:280
VMCM1	HGNC:11724
GCPII	HGNC:3788
HSPC109	HGNC:26933
MGC138534	HGNC:8852
GST3L	HGNC:4640
hsa-mir-663b	HGNC:35270
TBR-i	HGNC:11772
IL-20R1	HGNC:6003
BNIP3P	HGNC:19922
CD367	HGNC:13257
LeXis	HGNC:37195
WDR78	HGNC:26252
M6PRBP1	HGNC:16893
hT2R55	HGNC:18888
NGL-1	HGNC:29317
FLJ11767	HGNC:25678
MGC1	HGNC:29861
MCSC	HGNC:20663
TLP-A	HGNC:17751
FLJ30992	HGNC:19178
MAGE-E1	HGNC:23793
MGC10993	HGNC:28143
alphaPIX	HGNC:685
FLJ43276	HGNC:37439
PIN1L	HGNC:8989
KIAA1984-AS1	HGNC:44105
GILT	HGNC:5398
PRAMEF33P	HGNC:49193
FLJ20561	HGNC:2077
MGC51029	HGNC:28746
FLJ11264	HGNC:24290
hg27	HGNC:8244
TCF10	HGNC:6551
U2AF35	HGNC:12453
KIAA0546	HGNC:28328
CT47.9	HGNC:33290
SCYAR1	HGNC:1602
2H9	HGNC:5043
KHS	HGNC:6867
CAMKB	HGNC:1461
TCEB1P33	HGNC:49174
HMGB1P2	HGNC:4997
ZFYVE12	HGNC:19760
CXorf19	HGNC:29543
MIRN103-1AS	HGNC:35384
LINC02001	HGNC:52836
SUP45L4	HGNC:3480
RFPL4	HGNC:16449
FLJ32828	HGNC:14293
TMEPAI	HGNC:14107
bA49G10.7	HGNC:16335
HRH-J8	HGNC:2735
DC2L	HGNC:30530
UGENE	HGNC:24044
S27	HGNC:10416
DSS	HGNC:7960
HERV-K18	HGNC:39025
IRZ	HGNC:13504
GAGEB1	HGNC:4107
Gm85	HGNC:30888
bA141D8.1	HGNC:23738
KIAA1211	HGNC:29219
CTRP13	HGNC:19359
solo	HGNC:25516
FLJ32934	HGNC:26562
KRTAP8P1	HGNC:18948
MGAT1	HGNC:18210
MGC14327	HGNC:28217
BMP8	HGNC:1075
TCRBV8S3	HGNC:12187
hsa-mir-4788	HGNC:41676
psiSSX9	HGNC:30645
KRTAP12.4	HGNC:20532
RNU1-6	HGNC:48305
Mart9	HGNC:29245
hGCP2	HGNC:18599
FLJ90593	HGNC:22214
hsa-mir-4482	HGNC:41792
vU1.4	HGNC:48312
DKFZp547G036	HGNC:44112
MGC10430	HGNC:6000
MGC23410	HGNC:7637
TCRAV7S1	HGNC:12101
hsa-mir-376a-1	HGNC:31869
FLJ21941	HGNC:24722
TRNAG37	HGNC:38580
B	HGNC:9255
TSSC6	HGNC:13410
hsa-mir-328	HGNC:31770
MATE2	HGNC:26439
TRNAF8	HGNC:34825
GalNAc-T6	HGNC:4128
C14orf14	HGNC:19433
ZIP-4	HGNC:17129
TCRBV2O	HGNC:12197
AmeloD	HGNC:33169
MGC17332	HGNC:29590
SAP-90	HGNC:2903
NG38	HGNC:862
CCRL1P1	HGNC:21142
TRAG	HGNC:13490
H4/m	HGNC:4793
c-ERB-2	HGNC:3430
hsa-mir-4768	HGNC:41592
LINC00256A	HGNC:27855
FAM194A	HGNC:28602
C22orf32	HGNC:25055
FAM10A3	HGNC:18552
ARL6IPP1	HGNC:23178
lincRNA-NR_024015	HGNC:43642
BBS20	HGNC:30391
BRE	HGNC:1106
CAP-H	HGNC:1112
KIAA1212	HGNC:25523
KIAA0160	HGNC:17101
MGC50721	HGNC:28740
NCRNA00221	HGNC:20169
MGC20983	HGNC:28303
Iwr1	HGNC:25807
RBMY1H	HGNC:9916
IS1-RNPL	HGNC:9900
FAM179B	HGNC:19959
DEFB-16	HGNC:18097
CH17-360D5.1	HGNC:52383
TADA2L	HGNC:11531
CFAP39	HGNC:816
OCT7	HGNC:9215
EA2	HGNC:1388
ADCAII	HGNC:10560
VEGI	HGNC:11931
GATAD3	HGNC:37245
PANG	HGNC:2173
TRNAY1	HGNC:33249
NY-BR-84	HGNC:15927
TOG	HGNC:28959
SMCY	HGNC:11115
XB51	HGNC:15851
FRSB	HGNC:17800
CT25.1b	HGNC:16707
CLIC1L	HGNC:2065
BEM46L3	HGNC:19837
HDS	HGNC:20603
hsa-mir-4513	HGNC:41855
GLC1F	HGNC:17185
HC10-II	HGNC:9540
SSH3BP1	HGNC:11320
JAM-A	HGNC:14685
ACA2b	HGNC:32585
TL-PST	HGNC:11455
RDC8	HGNC:263
MGSA	HGNC:4602
STFA	HGNC:2481
FLJ38109	HGNC:26760
RAD54A	HGNC:9826
MGC132758	HGNC:18742
Tif	HGNC:12446
ZNF280	HGNC:18597
GPI-MT-IV	HGNC:30596
FAK	HGNC:9611
FRAP	HGNC:3942
HNLF	HGNC:22301
bMRP-10	HGNC:2673
c3_B	HGNC:39002
MAGE-C1	HGNC:6812
CMT1B	HGNC:7225
FLJ38690	HGNC:26785
C6orf26-AS1	HGNC:39824
CTp11	HGNC:14331
Zfp291	HGNC:13081
RNU4A	HGNC:10192
PTE1	HGNC:15919
hsa-mir-4254	HGNC:38193
FAM195DP	HGNC:49631
CLG4A	HGNC:7166
STARD1P1	HGNC:11360
C11orf28	HGNC:14663
JAMIP2	HGNC:29067
MZF-1	HGNC:13108
DCI	HGNC:2703
KIAA1349	HGNC:29254
RPL12L3	HGNC:15951
PRO2249	HGNC:18043
FAM108A4P	HGNC:34041
EF2	HGNC:3214
TCONS_00010334	HGNC:56114
ACCN2	HGNC:100
RNPC2	HGNC:15923
HuB	HGNC:3313
TTY1	HGNC:14022
NECL3	HGNC:29849
KIAA0022	HGNC:30843
DAMAGE	HGNC:24934
TRNAQ10	HGNC:34633
TRQ-CTG1-5	HGNC:34683
KIAA0896	HGNC:16806
B56gamma	HGNC:9311
bA383C5.1	HGNC:31653
TRNAP3	HGNC:12332
tRNA-Asn-GTT-2-8	HGNC:54715
SPP2	HGNC:19953
PMS2L17	HGNC:9135
lnc-RP11-211G3.3.1-1	HGNC:51843
PANDER	HGNC:1253
PRED4	HGNC:19722
RAG1AP1	HGNC:30657
GPCR135	HGNC:24883
OST034	HGNC:8227
NDPKC	HGNC:7851
DNAJC26	HGNC:4113
UNQ676	HGNC:26977
GDD1	HGNC:27337
NET27	HGNC:22229
FLAMBDA1	HGNC:5871
TRNAC8	HGNC:34658
HCAT3	HGNC:11062
KIAA1056	HGNC:20152
FLJ10749	HGNC:1990
PGCP	HGNC:16910
hCG23177	HGNC:34347
MGC40411	HGNC:17105
CT16.7	HGNC:4108
TRV6	HGNC:33245
MGC11352	HGNC:23303
ZSCAN34	HGNC:25677
ATN1L	HGNC:9965
DKFZP434G2226	HGNC:29441
ARAP	HGNC:27295
SAP61	HGNC:10767
FLJ40224	HGNC:26855
FLJ14904	HGNC:25929
MAGEA-11	HGNC:6798
DXS1272E	HGNC:11114
CELL	HGNC:1849
A-ROD	HGNC:50913
MSAP	HGNC:7413
hsa-mir-4795	HGNC:41757
MGC8421	HGNC:6807
C7orf54	HGNC:24158
IGKV1/OR2-2	HGNC:49465
KIAA0997	HGNC:20259
NKX3.1	HGNC:7838
FLJ39769	HGNC:28814
HIST2H4A	HGNC:4794
RNF2P	HGNC:33987
GSTS1	HGNC:17890
LEM	HGNC:26854
DGCR1	HGNC:4916
BCATm	HGNC:977
NBPF7	HGNC:31989
RP39	HGNC:12601
ANKS5A	HGNC:20879
PRAMEF21	HGNC:25224
FRP-4	HGNC:10778
VLCS-H1	HGNC:11000
PRR1	HGNC:9706
NCRNA00286B	HGNC:38513
CEP215	HGNC:18672
CMRF-35-H9	HGNC:19319
MHC2TA	HGNC:7067
EPX-PEN	HGNC:3423
DNAJB5-AS1	HGNC:49846
FAM13AOS	HGNC:19370
GPRC1E	HGNC:4597
KIAA0561	HGNC:19036
14q(II-15)	HGNC:33003
C15orf4	HGNC:1192
MIRN483	HGNC:32340
C19orf29-AS1	HGNC:31391
C321D2.4	HGNC:18435
mda-7	HGNC:11346
DGKeta	HGNC:2854
SVP65	HGNC:11509
RNF193	HGNC:16734
CGI-66	HGNC:20292
ARTD10	HGNC:25895
FLJ12701	HGNC:16650
KIAA1539	HGNC:25666
RNF196	HGNC:20455
hsa-mir-3164	HGNC:38288
FLJ10257	HGNC:30059
FAM12CP	HGNC:19224
DPPY	HGNC:20823
MIRN1293	HGNC:35286
LIR8	HGNC:6609
FXY2	HGNC:7096
TM4SF9	HGNC:17753
TAF140	HGNC:17303
hsa-mir-4520a	HGNC:41775
HSPC155	HGNC:26941
RP11-59J16.2	HGNC:51107
ZRANB4	HGNC:15864
RPB11b1	HGNC:23208
Cach	HGNC:24436
FLJ37978	HGNC:5048
H2A/m	HGNC:4734
ozrf1	HGNC:13499
U18A	HGNC:32714
NCCP1	HGNC:47044
NCRNA00200	HGNC:30974
CD116	HGNC:2435
MGC44316	HGNC:12971
PSBG2	HGNC:9519
FLJ22195	HGNC:21215
TIKI1	HGNC:27013
CRE-BP1	HGNC:784
TAX1	HGNC:2172
AMLC	HGNC:7585
C14orf168	HGNC:23247
LEM2	HGNC:21244
PIP5KIIA	HGNC:8997
KRTHA8	HGNC:6456
eRF3c	HGNC:4834
MGC1708	HGNC:6906
NFATp	HGNC:7776
CXCL7	HGNC:9240
BDA1	HGNC:5956
PEX11gamma	HGNC:20208
4F2HC	HGNC:11026
SF3B7	HGNC:18000
POC7	HGNC:12565
C5orf17	HGNC:26630
KIAA0966	HGNC:17054
AIGP1	HGNC:11699
BHLHB9	HGNC:29353
OR1L5	HGNC:8216
TIMM8AP	HGNC:17802
HCP35	HGNC:24409
POST1	HGNC:26128
PP1030	HGNC:25104
ERAP140	HGNC:21081
B3GTL	HGNC:20207
C20orf151	HGNC:16144
IFI5111	HGNC:9568
ANKRD20A3	HGNC:31981
hsa-mir-6857	HGNC:50263
FLJ38577	HGNC:27962
Sid470p	HGNC:17433
BPES	HGNC:1092
ALKCDase2	HGNC:23675
hsa-mir-6836	HGNC:50067
GOS-28	HGNC:4430
H2AFB3	HGNC:14455
OIASI	HGNC:8086
hsa-mir-34a	HGNC:31635
TRS-AGA2-3	HGNC:34637
BLVR	HGNC:1062
TdIF2	HGNC:24013
CD85g	HGNC:15503
RP11-35G9.3	HGNC:56042
hKLC1B	HGNC:6387
HST-1	HGNC:3682
SEN34	HGNC:15506
DFNA68	HGNC:17513
ATP6N1C	HGNC:11647
MGC20197	HGNC:27717
RAET1H	HGNC:14894
TTLL5	HGNC:26693
VTS58635	HGNC:30295
FLJ42909	HGNC:31426
SMAP-3	HGNC:2769
FKBP-25	HGNC:3719
FLJ20203	HGNC:25973
KIAA1848	HGNC:10834
CCDC135	HGNC:25289
PDZ-RHOGEF	HGNC:14580
hsa-mir-3180-3	HGNC:38239
CT45.2	HGNC:28400
hsa-mir-3690	HGNC:38967
SNX18P6	HGNC:39613
TNFR2-RP	HGNC:6718
my042	HGNC:23578
SDR10E1	HGNC:26222
DSPA2b	HGNC:5414
OTF8	HGNC:9216
ARVD5	HGNC:28472
KAB	HGNC:28920
HBII-135	HGNC:32726
AEMK	HGNC:6218
POM-ZP3	HGNC:9203
ISPD	HGNC:37276
ALS2CR10	HGNC:14437
C9orf88	HGNC:25282
LY6DL	HGNC:4375
C10orf36	HGNC:23520
ENST00000462717	HGNC:40480
LACS1	HGNC:3569
LIR-3	HGNC:6607
D20S101	HGNC:4259
XKRY2	HGNC:23922
CSAG3A	HGNC:26237
C16orf73	HGNC:28569
FLJ23458	HGNC:31690
DYRK1	HGNC:3091
TCF17	HGNC:11628
FLJ35587	HGNC:27540
KIAA0425	HGNC:13055
MMP18	HGNC:7165
HSPC296	HGNC:32687
CPXD	HGNC:3133
HK-1	HGNC:16641
tRNA-Thr-CGT-2-1	HGNC:34646
onco-lncRNA-32	HGNC:49757
KBTBD1	HGNC:21353
FLJ37995	HGNC:14914
AIRP	HGNC:17818
KIAA1725	HGNC:30580
ACA54	HGNC:32647
SPRL2A	HGNC:16611
SCKL5	HGNC:29298
CT127	HGNC:11214
TYMSTR	HGNC:16647
OR51B1P	HGNC:14703
GLI	HGNC:4317
HOX2F	HGNC:5115
MGC16202	HGNC:28264
PlGF-2	HGNC:8893
KIAA1083	HGNC:11233
SCYA6	HGNC:10634
EDDM2B	HGNC:14534
GPCR150	HGNC:23693
PCDH-GAMMA-A4	HGNC:8702
CCDC67	HGNC:26344
HsORC4	HGNC:8490
VIK	HGNC:30899
MGC10200	HGNC:28109
SPC12	HGNC:23401
CGI-78	HGNC:29509
RN5S252	HGNC:43152
PILRLS	HGNC:53077
Rea1	HGNC:18302
TAP26	HGNC:25005
OST035	HGNC:8393
NPD007	HGNC:23082
hVps34	HGNC:8974
DUSP8P	HGNC:3075
Hb6	HGNC:6463
VAMP-1	HGNC:12642
D5S346	HGNC:30077
hsa-mir-668	HGNC:33135
U24	HGNC:10146
hsa-mir-1302-7	HGNC:35299
MFI	HGNC:28519
FLJ33064	HGNC:20099
DBC2	HGNC:18756
C19orf37	HGNC:20804
SchLAH	HGNC:21923
HE1	HGNC:14537
KIAA1913	HGNC:21075
CABP9K	HGNC:1436
ZNF736P2	HGNC:37727
HATH1	HGNC:797
MIRN144	HGNC:31531
NET15	HGNC:24517
KIAA0342	HGNC:29011
BHLHB2	HGNC:1046
SPLUNC1	HGNC:15749
KIAA1554	HGNC:14539
CN1A	HGNC:17819
STELLAR	HGNC:20417
PTD009	HGNC:19943
DKFZP434I216	HGNC:24501
KIAA0015	HGNC:19388
cybL	HGNC:10682
ASSP10	HGNC:760
SMIF	HGNC:18714
C14orf156	HGNC:20495
RASA	HGNC:9871
svph4	HGNC:208
GST3	HGNC:4638
SWS1	HGNC:26993
PCTK1	HGNC:8749
NARFL	HGNC:14179
bHLHa21	HGNC:24126
KIAA1775	HGNC:14550
Mip1	HGNC:30287
MRX41	HGNC:4226
tRNA-Ala-AGC-16-1	HGNC:34879
C7orf39	HGNC:22423
SLP-1	HGNC:14560
CAIX	HGNC:1383
MURF-3	HGNC:16008
c-ERB2	HGNC:3430
MGC14333	HGNC:14941
FLJ10961	HGNC:4184
GRINL1B	HGNC:15712
snR38B	HGNC:32676
TRNAQ23	HGNC:34868
U7.10	HGNC:34106
MGC33648	HGNC:28508
C11orf70	HGNC:28188
HIST2H2AA	HGNC:4736
IMPAS	HGNC:16435
bA317E16.4	HGNC:18719
KIAA0625	HGNC:445
SMC1L2	HGNC:11112
KIAA1760	HGNC:14542
dJ858B16.2	HGNC:8999
MGC24932	HGNC:33747
COX5BL4	HGNC:2273
FABP5L12	HGNC:31067
HAKAI	HGNC:21225
SFDalpha	HGNC:18303
ZNF271	HGNC:13065
MEMO1P	HGNC:23274
OR19-134	HGNC:8361
SCM-1	HGNC:10645
BKLHD2	HGNC:22931
LHON	HGNC:7459
NifS	HGNC:15910
PTFalpha	HGNC:11137
RN5S41	HGNC:42817
DKFZp564M1863	HGNC:8770
FOAP-10	HGNC:19881
HC9	HGNC:9533
CTES2	HGNC:15959
STP2	HGNC:11454
KIAA1136	HGNC:23689
EPNR	HGNC:23186
TRBV32	HGNC:12213
tRNA-Pro-AGG-2-7	HGNC:34698
UCCR7.2	HGNC:30863
HSP28	HGNC:5246
MT6-MMP	HGNC:14246
SAHL1	HGNC:1845
CSNB4	HGNC:8082
DKFZP434A1315	HGNC:25245
SOXN	HGNC:30249
GPCR42	HGNC:30225
KIAA1024L	HGNC:33914
FLJ11618	HGNC:20442
CDC4L	HGNC:1742
CLAPB2	HGNC:554
hCDCREL-2	HGNC:9165
OR14-59	HGNC:8366
PDH	HGNC:9279
RNF75	HGNC:9928
CALB3	HGNC:1436
DelGEF	HGNC:17499
DSIPI	HGNC:3051
KIAA1838	HGNC:21109
CFLP4	HGNC:1880
SDR12C3	HGNC:16475
MGC10613	HGNC:29983
POLR2J1	HGNC:9197
SOCS-1	HGNC:19383
INXS	HGNC:49667
HEY3	HGNC:4882
FLJ12899	HGNC:19365
FLJ34161	HGNC:25161
tRNA-Ile-TAT-2-1	HGNC:34828
SRS	HGNC:11123
C12orf3	HGNC:1183
NCRNA00318	HGNC:23130
LGALS10P1	HGNC:42536
CT4.7	HGNC:4104
HSU24186	HGNC:30305
WINS1	HGNC:30922
CFAP94	HGNC:29599
hCIT	HGNC:20603
CDY	HGNC:23921
SFMD	HGNC:10818
KIAA1112	HGNC:684
RPPH1-1	HGNC:19273
NTN1R2	HGNC:7754
OR7-2	HGNC:8273
TREK2	HGNC:6273
beta3Gn-T3	HGNC:13528
JP1	HGNC:12280
FLJ00115	HGNC:13606
OST740	HGNC:15434
ORL206	HGNC:8485
DNCL	HGNC:2961
FLJ38335	HGNC:26766
FAM73A	HGNC:24741
dJ1057B20.2	HGNC:16209
MIRN149	HGNC:31536
TRNAG16	HGNC:34725
TSPYP3	HGNC:23905
dJ153G14.3	HGNC:18779
spzn	HGNC:17726
HBLD1	HGNC:19857
CEPU-1	HGNC:17941
hsa-mir-450b	HGNC:33642
tRNA-iMet-CAT-1-1	HGNC:34574
DHRS6	HGNC:32389
MK5	HGNC:6889
bHLHd7	HGNC:6913
HMSNIA	HGNC:9118
UNQ8193	HGNC:24009
hsa-mir-516b-1	HGNC:32122
GJC1	HGNC:19147
hsa-mir-299	HGNC:31618
MAGE-X2	HGNC:6802
LIPRIN	HGNC:9245
BRAG	HGNC:18137
PRLP0	HGNC:10371
D-AKAP2	HGNC:368
HM74	HGNC:16824
LIN10	HGNC:29564
PARP4PY1	HGNC:18500
HPF1	HGNC:13158
DHRS10	HGNC:23238
Pxr1	HGNC:30046
TMEM16G	HGNC:31677
ARNO	HGNC:9502
FIEL1	HGNC:20363
ANX4	HGNC:542
CTRP15	HGNC:26727
C3orf73	HGNC:25692
PPP1R127	HGNC:9063
C2orf57	HGNC:28563
CLM1	HGNC:29883
DXS522E	HGNC:3547
bHLHa35	HGNC:7817
EIF3S6	HGNC:3277
TRNAN3	HGNC:33198
hBRM	HGNC:11098
hRFT2	HGNC:16187
GABATHG	HGNC:11042
MGC:4834	HGNC:18229
CLEC4J	HGNC:3612
MRX95	HGNC:28880
FLJ34500	HGNC:27101
bA500G10.4	HGNC:15987
CENTB2	HGNC:16469
DBPB	HGNC:8014
hKFC-C	HGNC:16835
FLJ13110	HGNC:25786
SPI-1	HGNC:11241
SLC21A14	HGNC:13819
CXorf35	HGNC:28615
FLJ37817	HGNC:24246
ORAOV2	HGNC:21625
HSPC194	HGNC:20952
TAXREB107	HGNC:10362
ZPET	HGNC:25955
YWHA1	HGNC:12853
CT85	HGNC:16620
hsa-mir-151b	HGNC:41588
HLA-30	HGNC:19406
CTAGEP	HGNC:25111
MIRN93	HGNC:31645
FLJ38975	HGNC:20116
PEBP2B	HGNC:1539
NEFHL	HGNC:7738
NF-M	HGNC:7734
TRAR4	HGNC:20978
SCAND2	HGNC:10567
UBC9	HGNC:12485
CDGIf	HGNC:7207
GLUT10	HGNC:13444
GRP57	HGNC:4606
MAD4	HGNC:13906
FLJ25467	HGNC:26358
H2AFI	HGNC:4730
DKFZp686C0818	HGNC:3797
EPLIN	HGNC:24636
DFNA50	HGNC:31648
ZNF198L4	HGNC:13050
CEB	HGNC:12644
dJ551D2.5	HGNC:16170
MKRNP4	HGNC:7120
hsa-mir-1268	HGNC:35336
FLJ38288	HGNC:26765
